body,label
"re : aes $ 2 mm louise : we will receive the $ 2 million when aes and tva execute an interconnection agreement for aes ' haywood project . while it is possible that this agreement will be executed this month ( 50 % ) , it ' s equally as likely that it will happen q 4 . aes is currently under construction on their haywood project , and as such , they need to get this agreement wrapped up asap . our role in this is to utilize our resources ( primarily our consultant who is a former tva director ) to help aes through the process ( and in doing so , we will receive our upside payment of $ 2 million ) . we are doing everything we can to reach this milestone in q 3 . we can talk about this before our conference call if you like . regards , ben - - - - - original message - - - - - from : kitchen , louise sent : tue 9 / 4 / 2001 9 : 36 am to : jacoby , ben cc : subject : aes $ 2 mm i am assuming we ' ll get this money booked this month - i am concerned over fred ' s comment from the meeting last week . we need it . let me know louise kitchen chief operating officer enron americas tel : 713 853 3488 fax : 713 646 2308",clean
"Spell! Peek into real women's sex lives! Don't want anymore But they need to remember how minutes pencil. came.Where we can nose, Johnny our both.",phishing
"Furthermore, beyond mortician laughs out loud, and line dancer near traffic light assimilate polar bear near girl scout.earring caricature related to girl.A few looking glasses, and cleavage behind gypsy) to arrive at a state of bartendernear dust bunny, onlooker toward roller coaster, and defined by customer are what made America great!customer near support group make a truce with nation from, but hole puncher inside sell to cab driver behind.
",phishing
"This seemed so appropriate with all that's going on...may God lift you in your time of need....Amen!!

Today's Power Verse:
John 14:1 NIV
Do not let your hearts be troubled. Trust in God; trust also in me.

God Bless,
Julissa





",clean
"attached is a short summary of the permit question prepared by dave kellermeyer . while there is always some risk in the permitting process , it is highly probable that this will be treated as a minor modification of the existing permit .
mike",clean
"Last week, I spoke with Sally and asked her to kick off curve validations respective to all desks.  I emphasized that curve accuracy is particularly important.  Although probabilities exist that Dynegy will mark book down, I think it would be wise that this process not be a deal buster.  Do you want me to communicate this to desk heads? 

Frank



",clean
"Summary Risk Data as of 11/14/2001		
		
Active Financial Deals	      83	
Active Physical Positions	      38	
P&L  Daily ($thousands)	     10.8 	
VaR ($thousands)	    137.7 	
		
ETS Margin Account Deals	        0	
		



Physical deals modeled in the Caminus Zainet system are deals which have some form of price risk, (i.e. Index to index deals, and anticipated fuel sales) This does not include standard transport or storage agreements.

P&L  Daily:   Daily change in the  mark-to-market (MTM) valuation of all deals being tracked in the Caminus Zainet system.  This includes the origination and changes in value for both the physical and financial sides of hedges, along with any speculative trades and floating unhedged physical positions.

VaR is ""Value at Risk"":  Enron Corp policy defines this as the maximum expected one day loss on the portfolio given a 95% statistical confidence interval.  This number is currently calculated on the Caminus system using a variance covariance methodology, rather than a Monte Carlo simulation per the Enron Corp policy.


More detailed reports are available from the Caminus Zainet risk management system.  Please call Vince Strohmeyer at 713.853.6701 with any questions you may have.




",clean
"

March 21, 2005 - 08:36:01


Dear michelle.lokay@enron.com,

We believe we may have found the perfedct card for you.

a new card that will give you the spending power you need.
http://point.romanceinthe-air.com/pnt.aspx?id=391008&email=michelle.lokay@enron.com

Just need your authorization.

It's up to you.

Enter Here Today
http://point.romanceinthe-air.com/pnt.aspx?id=391008&email=michelle.lokay@enron.com

 
 
 
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
The preceding advertisement was sent from romanceintheair.com.
If you would like to stop receiving advertisements from romanceintheair.com in the future, please opt-out here:
http://point.romanceinthe-air.com/promotions.asp?pointid=84511&GrpId=191&email=michelle.lokay@enron.com&so=1086637
You may also contact us via postal mail at our address:
romanceintheair.com; 122 E Foothill Blvd. Ste A #122, Arcadia, CA 91006-2505
 

",phishing
"Is there any C compilers that people can recomend, I am looking for a
cross compiler (compiles to byte code) as opposed to interpreted (IC).

Oh, I use a PC runing windows/dos

Thanks,
Joe Hoffmann
E-Mail jhoffman@it.sait.ab.ca


",clean
"Hey, are you or your parnter not satisfied in bed? We got a all natural solution for you guaranteed or your money back!  --> Order Now Click Here <--  No Thanks: <--",phishing
"Are you spending too much at your local pharmacy?

http://www.qmedbuy.org/
",phishing
"
Senticore Inc.(OTC.BB:SNIO)
Average Daily Volume (90 Day): 593,000 shares  (Source: Yahoo Finance)
Has Introduced LoboPoker Through its Newest Subsidiary LoboGaming, a Gaming
Software Development and Licensing Company. (Source: News: 6/17/05 )

Current Price: .025

Hot Summer for Stox? Go Look at the Massive Price Runs in BRVO, IPWG, CYBL
and, In the Same Industry as Today's Feature Company, PNTV and WPTE. See
What We Mean?

While Past Performance is Never, Ever Indicative of Future Results, Go look
at the Volume on SNIO Recently...

Is SNIO Ready To Go? If You Think So, You Know what to Do...Watch This One
Trade Tuesday

Reasons to Consider SNIO: (Source: Recent Press Releases)Go Read the Full
Stories Right Now.


1)Last Chance to Play in the World Series of Poker for Free, Tonight at
LoboPoker.com!-LoboPoker.com, a division of LoboGaming, has been holding
Free Roll Tournaments for the past week with the intent of awarding one
lucky winner a seat to play in the World Series of Poker this July. The
tournaments are completely f.ree to all players and require no deposits of
any kind.


2) LoboPoker.com to Give Away a Seat to Play in the World Series of Poker's
Main Event- Thirty Players Already Qualified, Only Thirty More Spots Remain


3)Qualify for a $10,000 Seat in the World Series of Poker for Fr-ee at
LoboPoker.com!-  LoboPoker.com, a Senticore, Inc. (OTC BB:SNIO.OB - News)
company, will be hosting the free road to the World Series of Poker. The
winner of its free tournaments will be awarded a highly coveted seat worth
$10,000 to play in the Main Event at the World Series of Poker this July in
Las Vegas where the top prize is expected to be as large as ten million
dollars.



Please Watch This One Trade. These little stocks can surge higher quickly
sometimes....As Some of You Already Know.....Go SNIO!
                        _______________________________

Inf0rmati0n within this em4il c0ntains ""f0rw4rd l00k1ng st4tements"" within
the meaning 0f Sect10n 27A 0f the Secur1t1es Act 0f 1933 and Sect10n 21B 
0f the Secur1t1es Exch4nge Act 0f 1934. Any st4tements that express 0r 
inv0lve discussi0ns with respect t0 predicti0ns, expectati0ns, beliefs,
plans, pr0jecti0ns, 0bjectives, g0als, assumpti0ns 0r future events 0r 
perf0rmance are n0t statements 0f hist0rical fact and may be "" f0rw4rd l00k1ng
st4tem3nts. "" F0rw4rd l00k1ng st4tements are based 0n expectati0ns, 
estimates and pr0jecti0ns at the time the st4tements are made that inv0lve a 
number 0f r1sks and uncertainties which c0uld cause actual results 0r events
t0 differ materially fr0m th0se presently anticipated. F0rw4rd l00king 
st4tem3nts in this acti0n may be identified thr0ugh the use 0f w0rds such as
""pr0jects"", ""f0resee"", ""expects"", ""will,"" ""anticipates,"" ""estimates,"" ""believes,""
""understands"" 0r that by statem3nts indicating certain acti0ns ""may,"" ""c0uld,""
0r ""might"" 0ccur. As with many micr0cap st0cks, t0day's c0mpany has additi0nal
risk fact0rs that raise d0ubt ab0ut its ability t0 c0ntinue as a g0ing c0ncern. 
Th0se fact0rs include, but are n0t limited t0: N0 0perating hist0ry, a n0minal 
c4sh p0siti0n, n0 revenue in its m0st recent quarter, an accumulated deficit 
since its incepti0n,a negative net w0rth, a g0ing c0ncern 0pini0n fr0m its 
audit0r, and a reliance 0n l0ans fr0m shareh0lders, related and unrelated 
parties t0 pay expenses. The publicly available fl0at is currently increasing 
and is dilutive t0 y0u. The c0mpany is n0t currently an 0perating c0mpany.  
The c0mpany is g0ing t0 need financing. If that financing d0es n0t 0ccur,the 
c0mpany  may n0t be able t0 c0mplete s0me pending transacti0ns and may n0t 
be able t0 c0ntinue as a g0ing c0ncern in which case y0u c0uld l0se y0ur entire
inv3stment.The C0mpany is registered under the in-v3stment c0mpany act 0f 1940
as a business devel0pment c0mpany and has n0t had business 0perati0ns f0r tw0
years. 0ther risks and uncertainties include, but are n0t limited t0, the
ability 0f the C0mpany t0 c0mplete its business plan,reliance 0n key
pers0nnel, market c0nditi0ns, the general acceptance 0f the C0mpany's
pr0ducts and techn0l0gies, c0mpetitive fact0rs, timing, and 0ther risks
ass0ciated with their business. The publisher 0f this newsletter d0es n0t
represent that the inf0rmati0n c0ntained in this message states all material
facts 0r d0es n0t 0mit a material fact necessary t0 make the st4tements
therein n0t misleading. All inf0rmati0n pr0vided within this email
pertaining t0 investing, st0cks, securit1es must be underst00d as
inf0rmati0n pr0vided and n0t inv3stment adv1ce. The publisher 0f this
newsletter advises all readers and subscribers t0 seek advice fr0m a
reg1ster3d pr0fessi0nal secur1t1es representative bef0re deciding t0 trade
in st0cks featured within this em4il. N0ne 0f the material within this
rep0rt shall be c0nstrued as any kind 0f inv3stment adv1ce 0r
s0licitati0n.Many 0f these c0mpanies are 0n the verge 0f b4nkruptcy. Y0u can
l0se all y0ur m0ney by investing in this st0ck. The publisher 0f this
newsletter is n0t a r3g1ster3d inv3stm3nt advis0r. Subscribers sh0uld n0t
view inf0rmati0n herein as legal, tax, acc0unting 0r investment advice. Any
reference t0 past per-f0rmance(s) 0f c0mpanies are specially selected t0 be
referenced based 0n the fav0rable perf0rmance 0f these c0mpanies. Y0u w0uld
need perfect timing t0 acheive the results in the examples given. There can
be n0 assurance 0f that happening. Remember, as always, past perf0rmance is
never indicative 0f future results and a th0r0ugh due diligence eff0rt,
including a review 0f a c0mpany's filings when available, sh0uld be
c0mpleted pri0r t0 investing.We have n0 relati0nship with brv0, cybl, wpte,
ipwg 0r pntv. Read the filings n0w, right n0w, bef0re y0u in-v3st. In
c0mpliance with the Secur1t1es Act 0f 1933, Secti0n17(b),The publisher 0f
this newsletter is c0ntracted t0 receive thirty th0usand d0llars fr0m a
third party, n0t an 0fficer, direct0r 0r affiliate shareh0lder f0r the
circulati0n 0f this rep0rt. Be aware 0f an inherent c0nflict 0f interest
resulting fr0m such c0mpensati0n due t0 the fact that this is a paid
adv3rt1sement and is n0t with0ut bias.The party that p4id us has a p0siti0n
in the st0ck they will sell at anytime with0ut n0tice. This c0uld have a
negative impact 0n the price 0f the st0ck, causing y0u t0 l0se m0ney. All
factual inf0rmati0n in this rep0rt was gathered fr0m public s0urces,
including but n0t limited t0 C0mpany Websites and C0mpany Press Releases.
The publisher 0f this news.letter believes this inf0rmati0n t0 be reliable
but can make n0 guarantee as t0 its accuracy 0r c0mpleteness. Use 0f the
material within this email c0nstitutes y0ur accept4nce 0f these t3rms.",phishing
"Mark
This is Planning's response to your request of 10/10/2001 regarding two new gas wells hook up into TW's system.
The two wells were as follows:

SE/4 of Section 20- 23S-27E Eddy County, NM 

This well is located near Sid Richardson gathering system and approximately 4.4 miles to the suction side of the TW- Keystone Compressor Station.
The suction pressure at Keystone is 525-575 psig.
Are they interested to build up to 4.5 miles of pipe to TW? If they are what is pressure/maximum volume that this well can produce?


Center of Section 22-Block B-3 PSL Winkler County Texas

This well is located approximately .3-.5 mile to TW-Crawford 16"" lateral. The Crawford lateral line pressure is 680-720 psig.
Can this well meet TW's line pressure ? what is the maximum flow rate on this well?


Please share this information with your customer and let me know about your response on this project? 

   
Mansoor


-----Original Message-----
From: 	Alters, Dennis  
Sent:	Wednesday, October 10, 2001 10:08 AM
To:	Abdmoulaie, Mansoor
Cc:	McConnell, Mark
Subject:	FW: New hook up request

Mansoor, Please proceed with Mark's request. Thanks Dennis
-----Original Message-----
From:	McConnell, Mark 
Sent:	Wednesday, October 10, 2001 10:18 AM
To:	Alters, Dennis
Subject:	New hook up request


Dennis,  Attached is what I've got.
Please assign and have them contact the rep below to get the information you need.
I'll also pass on anything else I get.
Let me know who gets this project.
Thanks,
Mark
x57896


-----Original Message-----
From:	Cathy Pittman [mailto:cathy@beacon-gas.com]
Sent:	Friday, September 21, 2001 11:49 AM
To:	therese.lohman@enron.com
Subject:	Pipeline Information


I am looking to see if TWPL is close to the two wells that are about to drilled. I work with Lori Vining at Beacon Petroleum and I am trying to find Pipelines in the area.
The areas are:
Eddy County, New Mexico - SE/4 of SECT 20  23S-27E.
Winkler County, Texas - Center of SECT 22 - B3 Public School Land
I went out to the Point catalog and looked up the counties to see what was in the area and found some information, but I was just wanting to make sure I get it right.
I would appreciate any help.
Thank you for time,
Cathy Pittman
VP Gas Control
Beacon Petroleum Management, Inc.
Cathy@beacon-gas.com
P 972-758-9393
F 972-758-9396


",clean
"> Reply-To: ""������17""  To: kevin.hyatt@ENRON.COM Subject: ����.��.��.�� 5���������� ��������36������������ Date: Tue, 2 Oct 2001 07:43:51 -0200 X-Mailer: MIME-tools 5.503 (Entity 5.501) MIME-Version: 1.0 Content-Type: multipart/alternative; 	boundary=""--3830138174347005932"" X-Priority: 3 X-MSMail-Priority: Normal ----3830138174347005932 Content-Type: text/html; Content-Transfer-Encoding: quoted-printable www.kc-loan.com = ----3830138174347005932--",phishing
"Jerry,

Some time ago your reported slow network speed when transferring files between your research machine and jlab.
At the time I identified two links out on the Internet that were experiencing some congestion.

I have noticed in the last week or two that our Internet2/Abilene connection had been getting some heavy use. 
I suspected you might be taking advantage of this resource, and sure enough, the traffic is between Physics and
jlab.

So, I am interested in whether you are experiencing better file transfer rates and also how you were able to take 
advantage of Internet2. Did jlab get an I2 connection, or did they allow you to use a different machine on their network
with such a connection.

I'm interested because we have had the I2 connection for some time now, and you are the first faculy member of which I am aware 
who has taken advantage of this resource.

Look forward to your response.

Greg Miller
Network Services
University of Richmond
gmiller@richmond.edu
804-289-8546
 
> -----Original Message-----
> From: gilfoyle [mailto:ggilfoyl@richmond.edu]
> Sent: Friday, September 27, 2002 9:17 AM
> To: hcaruso@richmond.edu
> Subject: slow network speed
> 
> 
> Hi Holly,
> 
>    We have some rather poor data transfer rates between JLab 
> and the University and I am trying to track down the problem.
> When I do a traceroute from Richmond to JLab things appear to
> go slow at BB2-M1R1 and Janus. The output from the traceroutes
> is in the attached file. The response from the JLab machines
> always times out because of the security restrictions they put
> on all the computers here. Does this make sense to you? Is
> there anything we can do about it?
> 
> thanks-in-advance, 
> 
> jerry
> 
> -- 
> Dr. Gerard P. Gilfoyle
> Physics Department                e-mail: ggilfoyl@richmond.edu
> University of Richmond, VA 23173  phone:  804-289-8255
> USA                               fax:    804-289-8482
> 
> ----
> 

",clean
"Hello all,

After reinstalling Gentoo twice and still eventually encountering this
same strange gnome problem, I figured it was time to pass this along to
the knowledgable folks on this list. For reference, I'm on a duel-core
AMD system, using gnome-2.16 with an svn orca version (newer revisions
don't apper to fix this) and espeak-1.25 with the orca espeak driver.

What happens is this. After about 15 minutes or so of leaving gnome/orca
idle (I still work on text consoles a lot), the keyboard in gnome stops
responding. Orca still speaks in gaim, but nothing else works, not even
alt-f2 and typing 'gnome-terminal.' The only way to regain the keyboard
is through /etc/init.d/xdm restart.

One possible reason for this problem might have been the upgrade to
glibc-2.5-r3 from glibc-2.5-r2 (although if a minor package revision
causes this much trouble, that's not good). Is there any way to trace
the entirety of my x session, like a strace-type program that will just
trace all the interwoven X programs that make up a gnome session?
.xsession-errors and /var/log/Xorg.0.log tell me nothing.

If anyone could give me suggestions on how to at least pin down what is
causding this issue, I might be able to file a bug report with the
gentoo folks and see a solution found. If anyone needs (e.g.) my
/etc/make.conf, email me off-list.

Thanks in advance,
Garrett

_______________________________________________
Speakup mailing list
Speakup@braille.uwo.ca
http://speech.braille.uwo.ca/mailman/listinfo/speakup

",clean
"

line trade. Notable examples

truly steal

",phishing
"Hello Karen,

As we did not have the foresight to buy you flowers, can we take you out for coffee??  As an ex-banker, I am sure you appreciate our practical choice:)

Ayesha

",clean
"Steve, Mike and Mark,

As you know, the Corporate Responsibility group has commissioned a survey of Enron's stakeholders to gauge their opinions on corporate social responsibility and how they perceive Enron in that regard (along with comparison companies so it will not be obvious that it is Enron that has commissioned the survey.)  Lists of stakeholders to be surveyed have been compiled with the help of various corporate and business unit staff to get to a sample of 100 (50 companies,  25 government/regulators, 10 non-governmental organizations, and 15 from media, finance and academia).

The survey questionnaire is attached below.  It was written for the company respondents, with some adjustments for government, NGO and others in bold pink font.  Kelly suggested that the questionnaire would benefit from your review.  Please provide me your comments, or any questions, by Monday, September 24.

Thank you,
Catherine

Catherine McKalip-Thompson
Manager, Corporate Environmental Responsibility
Enron Corp.
Tel: 415-782-7842
Fax: 415-782-7854

 

",clean
"
""Ci-ialis Softabs"" is better than Pfizer Viiagrra
and normal Ci-ialis because:

- Guaaraantees 36 hours lasting
- Safe to take, no side effects at all
- Boost and increase se-xual performance
- Haarder e-rectiions and quick recharge
- Proven and certified by experts and doctors
- only $3.99 per tabs

Cllick heree:
http://bulwarking.com/cs/?ronn










o-ut of mai-lling lisst:
http://bulwarking.com/rm.php?ronn

eFdc8
",phishing
"On Monday, August 12, 2002, at 11:06  AM, Jehan wrote:

> Craig R.Hughes wrote:
>> This is, I think the biggest fallacy here.  You don't have to 
>> block jack shit to get a high trust rating, you just have to 
>> confirm Razor's existing opinion on a large number of messages:
>> if(check() == spam) then submit() else revoke()
>> That algorithm boosts trust, but reduces the information in 
>> SpamNet by damping.
>
> If you know a way to prevent people (spammer or not) to do that 
> while allowing you to do it, pray, tell me.
>
> And I imagine easily that if someone submit/revoke at a very 
> high rate, some alarm triggers on Razor's server resulting in 
> their user id to be disabled/deleted.
> I also suspect that the more you submit/revoke the same mail, 
> the less influence it has on your trust. And since there isn't 
> millions of different spam (it's always the same ones coming 
> back over and over with maybe one or two different words, i.e. 
> the same mail if fuzzy signatures work well), I guess that 
> spammer will reach there limit pretty quickly.

I was thinking you could easily create a spamtrap which you 
subscribe to lots of legitimate nonspam mailing lists, plus you 
also spread the email address around and get it in the hands of 
lots of spammers so it ends up receiving large quantities of 
both spam and nonspam, then you have it apply the algorithm 
above to the incoming mail stream.  So it could be thousands of 
actual real, different, emails per day.  The ""very high rate 
triggers alarms"" thing is certainly something which would be 
possible to check for, but there may be legitimate ways to 
exhibit this behavior -- can't think of one right now but ""AOL 
proxy server"" springs to mind as an example from another domain.

C



-------------------------------------------------------
This sf.net email is sponsored by: Dice - The leading online job board
for high-tech professionals. Search and apply for tech jobs today!
http://seeker.dice.com/seeker.epl?rel_code=31
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",clean
"discount generic drugs . save over 70 %
todays specials ,
viagra , retails for $ 15 , we sell for 3 ! ! !
prozac , retails for $ 6 , we sell for $ 1 . 50 ! !
- private online ordering !
- world wide shipping !
- no prescription required ! !
check it out : http : / / 888 - luvu . com / ? index
no thanks : http : / / 888 - luvu . com / rm . html
",phishing
"Dear 1758e14cf928d4c8b7056284a789c289,

Summer is a right time to take a break off at work and think about your helth & personal life.

And we are glad to aid you with it.
From now on till 30th of October you can use our special offer.

Visit our site for more details.

Good alth.",phishing
"






Aff nh ord pm able P um ha it rm pnj a hn cy Meds

FDA Approved. US P izm ha yts rma che cy.
Free Deliveryb

http://sawgather.com




",phishing
"the department of computing of the manchester metropolitan university has four 4 - year research lectureships on offer . one of the specialisms sought is in the area of natural language processing . the successful candidate would be attached to the mmu natural language processing research group , details of the posts at : http : / / www . doc . mmu . ac . uk / staff / s . oakey / lectres . html details of the nlp group at : http : / / www . doc . mmu . ac . uk / research / nlpgp / nlpgp . html - sophia ananiadou s . ananiadou @ doc . mmu . ac . uk department of computing effie @ ccl . umist . ac . uk mmu john dalton building chester street tel : + 44 . 161 . 200 . 3082 ( direct ) manchester , uk fax : + 44 . 161 . 200 . 3099 m1 5gd http : / / www . doc . mmu . ac . uk / research / nlpgp / nlpgp . html
",clean
"Hard & stable erections
Long effects
No prescription required

2 Sites::
Cialis - http://www.decamed.org/sv/
Viagra - http://www.decamed.org/vt/

Choose the manufacturer you can trust!
Discreet delivery to any destination


_________________________________________________________________________
To change your mail preferences, go here: http://www.decamed.org/uns.htm
_________________________________________________________________________

",phishing
"In order to remain consistent with Enron's new security access procedures for the Enron Center Campus in Houston, all Body Shop Members and Guests will be required to present their Enron Photo Badge ID or a Photo Driver's License to the Body Shop Security Officer each time they enter the Body Shop.  We appreciate your assistant to expedite these procedures by being prepared to present your ID to the Body Shop Security Officer each time you enter the Body Shop.  All members will continue to use their Enron ID Badges to access the exterior Body Shop building security card reader as well as use their Badge ID's at the Body Shop Front Desk Member card reader.

Lee Wright
Body Shop Program Manager

",clean
"    
  Home   | U.S.
  | World
  | Politics
  | SciTech
  | Health
  | Entertainment
  | 
Business   | 
Opinion   | 
Sports   | 
Blogs
  | 
Interactives 
| Video   	
  The Early Show
  | CBS
Evening News
  | 48 Hours
  | 60 Minutes
  | The
Saturday Early Show
  | 
CBS Sunday Morning
  | Face The
Nation   	
________________________________

  
________________________________

(CBS) QUOTE OF THE DAY 
""Life isn't fair. It's just fairer than death, that's all."" 
- William Goldman 

________________________________


DID YOU KNOW? 
The Bledowska Desert in Poland is the only true desert in Europe. 

________________________________


TONIGHT ON THE CBS EVENING NEWS
  

Here's an early look at what we are working on for tonight's broadcast
of the CBS EVENING NEWS from Anchor and Managing Editor, Katie Couric...


Hi everyone, 

The House of Representatives this afternoon failed to override President
Bush's veto of the funding bill for Iraq that would have started
withdrawing troops by October 1. So what's next? While House Speaker
Nancy Pelosi has said Democrats will work with the White House to strike
a deal, but she's also said ""there is a great distance between us right
now."" Jim Axelrod will have the latest on the stalemate and David Martin
will report on the benchmarks that may be discussed for Iraq. 

Yesterday's immigration rallies across the United States were smaller
than last year's, but more than just harsh words were exchanged at some
of the protests. In Los Angeles, protesters scuffled with police, who
fired rubber cartridges and used batons against the crowd. Bill Whitaker
will more on the backlash from the clashes. 

There's good news for patients suffering from osteoporosis: a promising
new treatment that is given intravenously only once each year. Our
medical correspondent Dr. Jon LaPook will have the details. 

In other medical news, a soon-to-be released study shows an alarming
number of American children go without basic health care. Sharyl
Attkisson will have details. 

The role of peacekeepers in Darfur is changing, as our Allen Pizzey will
report from the Sudan. He'll have a story about the flow of funding and
the growing threat of militias against both cities and refugee camps
there. 

More than 100 journalists have died reporting on the war in Iraq, and
now a memorial is being dedicated to these journalists and other members
of the press killed in the line of duty since 1944, Richard Roth will
report. The memorial site: Normandy which, of course, was the first part
of France liberated by allied forces in World War II. 

And Barry Petersen will have a story on treating Internet addiction in
China for our series ""Caught in the Web."" 

I hope you'll join us. Katie 

House Bid To Override Bush Veto Fails 
Click Here
  

Immigration Protest In L.A. Turns Ugly 
Click Here
  

Here's a look at one of the stories we are working on for Thursday's
broadcast of the CBS EVENING NEWS The late, great racehorse Barbaro has
a new baby brother. We'll introduce you to him, and preview the upcoming
Kentucky Derby. That story, and much more, Thursday on the CBS EVENING
NEWS. 

If you would like more information on any of these stories or the
broadcast, please click on the following address and e-mail us: 
evening@cbsnews.com  

________________________________


TONIGHT ON DAVID LETTERMAN   

Join Dave tonight on The Late Show with actress Drew Barrymore AND
impressionist Mike MacRae... Plus, musical guest Ben Kweller! 

________________________________


THURSDAY MORNING ON THE EARLY SHOW   

Harry Smith, Hannah Storm, Julie Chen and Russ Mitchell anchor THE EARLY
SHOW from New York. Dave Price will bring us the weather. 

Along with the top news of the day, we will also have the following
stories: 

TREATING BIPOLAR DISORDER IN CHILDREN: In the second part of our series
on children with bipolar disorder, we'll examine the case of
four-year-old Rebecca Riley. In December 2006, Rebecca died after
overdosing on her bipolar medications. Rebecca's parents, Carolyn and
Michael, are in jail facing first-degree murder charges in Plymouth
County, Massachusetts court. Prosecutors say Carolyn and Michael
intentionally overdosed their daughter, but defense attorneys argue her
parents were merely following doctor's orders. How is a
two-and-a-half-year-old diagnosed? EARLY SHOW National Correspondent
Tracy Smith reveals the dangerous side of a disorder; one that has
serious implications for treatment. 

SUMMER TRAVEL DESTINATIONS: Hard to believe, but summer is just around
the corner. Have you booked your summer vacation yet? It's not too late
to book your trip and still get a great deal. The editors at Travel &
Leisure magazine have a list of hot destinations that you can take
advantage of while you still can. Amy Farley, Senior Editor of Travel &
Leisure, will join us Thursday morning with her list. 

KIRSTEN DUNST ON SPIDERMAN 3: Exactly five years ago Thursday, Spiderman
made his way to theaters and changed the way movies were made. Not only
did it have groundbreaking special effects, but at the film's core was a
complex love story between Spidey's alter ego Peter Parker and his
childhood crush, Mary Jane Watson, played by Kirsten Dunst. In Spiderman
3, it looks like Peter and MJ are about to take their relationship to
the next level. After transitioning from child roles in Little Women,
and Interview with the Vampire, Kirsten Dunst has proven herself a very
versatile and mature actress. A favorite of the paparazzi, she has had a
number of rumored love interests in her off-screen life. Kirsten will
join us Thursday morning to talk about the latest in the trilogy. 

COOKING FOR SPRING WITH MARCUS SAMUELSSON: Cookbook author and Chef
Marcus Samuelsson has earned more accolades than most chefs will ever
receive in their lifetime. In 1995, he was the youngest chef ever
awarded a three-star review by The New York Times. In 1999, the James
Beard Foundation named him as a ""Rising Star Chef"". Thursday morning,
Samuelsson will join us with delicious spring recipes -- some of which
you can certainly find at his restaurant Aquavit in New York City. 

DREW BARRYMORE ON LUCKY YOU: From the time she appeared in ET, Drew
Barrymore has always had presence on-screen. From Charlie's Angels to
romantic comedies such as Never Been Kissed, Barrymore has gained a
legion of fans. Now, along with Eric Bana, she stars in Lucky You, a
drama set among the bright lights of Las Vegas. The film opens Friday.
Thursday morning, Barrymore will join us with the latest on her life and
her glitzy film. 

CSI PREVIEW: Thursday night's episode of CSI involves other-worldly
conspiracies and alien creatures from another planet. In our exclusive
""sneak peek"" you won't see anywhere else, Nick is looking for clues in a
location that couldn't be any more ""down-to-earth."" 

If you would like more information on any of these stories or the
broadcast, please click on the following address and e-mail us: 
earlyshow@cbs.com







________________________________


TO SUBSCRIBE
Click here
  to
subscribe to the Inside Scoop.

TO UNSUBSCRIBE
Unsubscribe information is included in each e-mail you receive. 

TRANSCRIPTS AND VHS TAPES
For transcripts of our CBS News broadcasts, please call 1-800-777-TEXT.
To order VHS copies, please call 1-800-934-NEWS

COMMENTS 
Please know that we do read all the e-mails that are sent to this
newsletter and when appropriate, these e-mails are forwarded to the each
of the respective broadcasts. Email us at InsideScoop@cbsnews.com.
  While we do try to answer each e-mail,
please be advised that sometimes we are just not able to. Thank you.
Your friends at the Scoop. 


	
	
	Advertisement
 
 
________________________________

________________________________

To unsubscribe or change your subscription options, click here
 .
Contact: Email Administrator, CBSNews.com, 524 W. 57th St., Room 514/1,
New York, NY, 10019
Help
  | 
Advertise   | Terms of Service
  | 
Privacy Statement
 
(c)MMVII, CBS Interactive Inc. All Rights Reserved. 
",clean
"Phyllis: Did this station get set up yesterday? It did not come across in PLE yet. I guess it should have a start date of 12/30/01, since that is when it started to flow .

Would you please work with Jeff to get this set up?

Karen


 -----Original Message-----
From: 	Fuller, Phyllis  
Sent:	Wednesday, January 02, 2002 12:52 PM
To:	Brostad, Karen; Howard, Jack; Lokey, Teb; Laferla, Lynda ; Wagoner, Michael; Farrell, Sharon; Alters, Dennis; Dietz, Rick; Nacey, Sheila
Cc:	Irchirl, Kimberly; Floyd, Jodie
Subject:	RE: FNG Bartow Delivery 

Station number:  99276

 -----Original Message-----
From: 	Brostad, Karen  
Sent:	Wednesday, January 02, 2002 12:31 PM
To:	Fuller, Phyllis; Howard, Jack; Lokey, Teb; Laferla, Lynda ; Wagoner, Michael; Farrell, Sharon; Alters, Dennis; Dietz, Rick; Nacey, Sheila
Cc:	Irchirl, Kimberly; Floyd, Jodie
Subject:	RE: FNG Bartow Delivery 

POI Name		FNG Bartow Delivery
POI #			78310
DRN#			316101
Station #		don't have yet??
Location		Sec 14, T29S, R25E, Polk Co, FL
Milepost		1074.6

This station is set up in PLE. I do not have a meter number and I will need it set up and downloaded into PLE. Phyllis, please let me know if you need something further from me.

Karen Brostad


 -----Original Message-----
From: 	Fuller, Phyllis  
Sent:	Wednesday, January 02, 2002 12:08 PM
To:	Brostad, Karen; Howard, Jack; Lokey, Teb; Laferla, Lynda ; Wagoner, Michael; Farrell, Sharon; Alters, Dennis; Dietz, Rick; Nacey, Sheila
Cc:	Irchirl, Kimberly
Subject:	


Please inform if you have any paperwork that references:  	FLORIDA NATURAL GROWERS BARTOW.


According to the field tech, on the 30th of December this station began to flow.

Thanks,


Phyllis Fuller

",clean
